z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H,H2,CH3,O,CH4,OH,H2O,CO,N2,HCO,CH2O,C2H6,CH2OH,CH3O,O2,CH3OH,HO2,H2O2,CO2,AR,HE
0.014031738281249997,3.1772096182623066,0.0,1238.3594483258125,0.26981670228949906,5.700396455758644e-06,0.001628915529681235,2.416045993517136e-05,6.350028770492967e-06,0.00016419446262903807,7.243192989777419e-05,0.061386194702623624,0.036154108422663124,0.654414917988278,3.1714819009294576e-05,0.0092665041408535,8.656617022655581e-06,1.6775557836431234e-05,7.495438145608993e-05,0.14261204939187722,0.075839269972156,0.002705997589387257,0.0016519391001079845,0.013935164508154784,3.528642897657174e-14,4.0657823922906335e-15
0.014032226562499998,3.1865701277394387,0.0,1241.6573115472636,0.2690241191311252,5.8397549104820715e-06,0.0016330476489240689,2.4633670020529475e-05,6.556688527683024e-06,0.0001651317484926575,7.460467418312562e-05,0.061707082115444914,0.036386834795812735,0.6544471145940489,3.2720841237109e-05,0.00930551222471207,8.723949809762802e-06,1.718785697120941e-05,7.60634451638344e-05,0.14226793052928557,0.07542549567387287,0.002720459481781516,0.0016518005630341268,0.014043259745745591,3.6890162129012253e-14,4.227378761968085e-15
0.014032714843749999,3.1959515013473148,0.0,1244.9606036898786,0.2682344276143456,5.982199157474684e-06,0.0016371765717500563,2.511487141330481e-05,6.769621785759821e-06,0.0001660704589470537,7.68365126266917e-05,0.06202881101103974,0.03662042913527811,0.6544797748370934,3.3751564739898145e-05,0.009344075819131764,8.791529189049424e-06,1.760863754595903e-05,7.718316825393796e-05,0.1419229111156415,0.07501045022890247,0.0027348388497419884,0.0016514733970413194,0.014151950472303932,3.679658908844591e-14,4.218581254616205e-15
0.014033203124999998,3.20535339287694,0.0,1248.2691895619869,0.2674476466571141,6.127784254280476e-06,0.0016413020109423524,2.560415486713029e-05,6.989000203908439e-06,0.0001670105122728978,7.912874886387643e-05,0.06235137210810589,0.036854884744770826,0.6545128977638077,3.480726951659776e-05,0.009382182583331742,8.859350750150307e-06,1.803800232487041e-05,7.83134379366369e-05,0.14157700403289913,0.0745941545064301,0.0027491315370937524,0.0016509553239620186,0.014261237118793735,3.691138514878029e-14,4.23006451585459e-15
0.014033691406249998,3.214775449826878,0.0,1251.5829319916052,0.26666379502728227,6.276565740130327e-06,0.0016454236746678537,2.610161063821316e-05,7.214999423789389e-06,0.00016795182454953854,8.148270137088329e-05,0.06267475589289631,0.037090194691935904,0.6545464823749189,3.5888224389369206e-05,0.009419820125947088,8.92740995759945e-06,1.8476052250847425e-05,7.94541325533701e-05,0.14123022238793287,0.07417662981266225,0.002763333342377758,0.0016502441154809036,0.014371120072080884,4.2629136712883144e-14,4.803497293863399e-15
0.014034179687499999,3.224217312874068,0.0,1254.901691829791,0.265882891382728,6.428599620305148e-06,0.0016495412661949626,2.6607328404670477e-05,7.447799125638021e-06,0.00016889430958067918,8.389970298565813e-05,0.06299895260684864,0.03732635179874228,0.6545805275212598,3.69946863134685e-05,0.009456976008989029,8.995702128736961e-06,1.8922886269426022e-05,8.060512138224379e-05,0.14088257948869784,0.0737578978797456,0.002777440020060286,0.001649337595961926,0.01448159967212233,3.7332610566442186e-14,4.27037301048181e-15
0.014034667968749998,3.233678616668149,0.0,1258.225327955266,0.2651049542017077,6.583942354508598e-06,0.0016536544842928847,2.7121397226248984e-05,7.68758312138359e-06,0.00016983787892286623,8.638110046717344e-05,0.06332395225998586,0.03756334864711845,0.654615032067674,3.8126899760107865e-05,0.009493637755900095,9.064222478619993e-06,1.9378601221858455e-05,8.176626454687657e-05,0.1405340888781959,0.07333798088495634,0.0027914472830238802,0.00164823364606423,0.01459267621513751,4.1260882890906284e-14,4.665285059586736e-15
0.014035156249999998,3.243158988906604,0.0,1261.5536972802329,0.26433000185578936,6.742650837779419e-06,0.0016577630227458963,2.7643905437386416e-05,7.934539390298513e-06,0.00017078244177039185,8.892825392250095e-05,0.06364974461085016,0.037801177564702665,0.6546499947077902,3.928509598105195e-05,0.009529792854659061,9.132966059013787e-06,1.9843291621719794e-05,8.29374127841027e-05,0.14018476429287766,0.0729169014300466,0.0028053508035507917,0.001646930205400654,0.014704349948983328,3.562305247273638e-14,4.099013309419981e-15
0.014035644531249999,3.252658051131699,0.0,1264.8866547573,0.26355805254084175,6.904782387929235e-06,0.001661866570755739,2.8174940608874726e-05,8.188860178990655e-06,0.0001717279049905067,9.154253631088767e-05,0.06397631918003643,0.03803983063051603,0.6546854141265293,4.046949240134169e-05,0.009565428766190029,9.201927814983504e-06,2.0317049554067313e-05,8.411840737721612e-05,0.13983461969588823,0.07249468255969548,0.0028191462159854446,0.001645425276234073,0.014816621076384184,3.688118467599453e-14,4.226750804620996e-15
0.014036132812499998,3.262175418154906,0.0,1268.2240533877516,0.26278912432106605,7.070394726162284e-06,0.0016659648126367396,2.8714589445995198e-05,8.450742045131825e-06,0.00017267417303358686,9.422533282339412e-05,0.06430366523694468,0.03827929966468823,0.6547212888848672,4.1680291900762304e-05,0.009600532928828315,9.271102537634772e-06,2.0799964461412086e-05,8.530907995830886e-05,0.1394836692503292,0.0720713477484097,0.002832829118183958,0.0016437169263904905,0.014929489751880574,3.792746488865397e-14,4.331826521264432e-15
0.014036621093749998,3.2717106983782873,0.0,1271.5657442310817,0.26202323509974357,7.239545961193992e-06,0.0016700574279744093,2.9262937727091552e-05,8.720385940745678e-06,0.00017362114792785396,9.697804029439429e-05,0.0646317718041078,0.03851957622861517,0.6547576174846047,4.291768217566989e-05,0.009635092765637891,9.340484889076364e-06,2.129212300386682e-05,8.650925241246114e-05,0.1391319273310564,0.07164692090738323,0.0028463950738882183,0.001641803292729668,0.015042956082914234,4.201037409140726e-14,4.74253270496276e-15
0.014037109374999999,3.28126349361783,0.0,1274.9115764157013,0.26126040263076694,7.41229457029157e-06,0.0016741440915278671,2.9820070215761424e-05,8.997997273066035e-06,0.0001745687292267681,9.980206654464354e-05,0.0649606276517814,0.0387606516192855,0.6547943983324325,4.41818350597408e-05,0.0096690956903925,9.410069385959221e-06,2.179360887272134e-05,8.77187367353805e-05,0.13877940851473092,0.07122142637987942,0.002859839614701145,0.0016396825843382494,0.015157020128613296,4.338797445893016e-14,4.879533365765581e-15
0.014037597656249998,3.290833399040278,0.0,1278.2613971510548,0.2605006445208599,7.588699380568079e-06,0.0016782244731923775,3.038607058254963e-05,9.283785977138558e-06,0.00017551681397406945,0.0001026988297073446,0.065290221294773,0.03900251686491812,0.6548316297262723,4.547290587172978e-05,0.009702529114062655,9.479850404570312e-06,2.2304502624160217e-05,8.893733492379542e-05,0.1384261275745349,0.07079488893890222,0.002873158242256103,0.001637353085819474,0.015271681899116162,3.615671227158557e-14,4.153982104100974e-15
0.014038085937499998,3.3004200034466566,0.0,1281.615051741058,0.25974397820455386,7.768819550652773e-06,0.0016822982381400264,3.0961021331608135e-05,9.577966593576252e-06,0.00017646529669172736,0.00010566975753740856,0.06562054099617833,0.03924516272470106,0.6548693099097731,4.679103278192415e-05,0.009735380452484468,9.54982219452205e-06,2.2824881521189266e-05,9.016483889164407e-05,0.1380720994891506,0.07036733379199203,0.002886346430769571,0.0016348131607735424,0.01538694135651809,3.3254107348709617e-14,3.864765613560556e-15
0.014038574218749999,3.310022889272621,0.0,1284.9723835987659,0.25899042094228214,7.952714549955497e-06,0.0016863650468145709,3.1545003706046595e-05,9.880758327764112e-06,0.00017741406933559543,0.00010871628666192566,0.06595157476559692,0.03948857968521283,0.654907437069626,4.8136336150820735e-05,0.009767637133317708,9.619978858106806e-06,2.3354819337873722e-05,9.140103035324265e-05,0.13771733943934789,0.0699387865794113,0.0028993996293837413,0.001632061255102342,0.015502798414496491,4.0711736700973326e-14,4.6144524159765446e-15
0.014039062499999998,3.3196416319571402,0.0,1288.333234262498,0.258239989867794,8.140444135767045e-06,0.0016904245546056997,3.2138097585752694e-05,1.0192385107847902e-05,0.00017836302121830138,0.00011183986177865252,0.06628331034477876,0.03973275794928634,0.6549460092074948,4.950891786908416e-05,0.0097992866012857,9.690314328902171e-06,2.3894386158528326e-05,9.264568069948761e-05,0.13736186277810522,0.06950927335875125,0.0029123132640262086,0.0016290959000044485,0.015619252934975675,3.349200562012083e-14,3.890179728252074e-15
0.014039550781249998,3.3292758008823737,0.0,1291.697443413335,0.25749270191251733,8.332068336019224e-06,0.0016944764123292527,3.274038143642188e-05,1.0513075688176398e-05,0.00017931203905763497,0.0001150419349176573,0.06661573522456754,0.039977687443615496,0.6549850243215823,5.0908860804811133e-05,0.009830316328254157,9.760822431686726e-06,2.4443648264854343e-05,9.389855100606089e-05,0.1370056850658356,0.06907882062247339,0.0029250827407944443,0.0016259157158244224,0.015736304732227004,3.325851340712475e-14,3.869170409581464e-15
0.014040039062499999,3.3389249589234686,0.0,1295.0648488938825,0.25674857383954075,8.527647424420352e-06,0.001698520265993584,3.335193218845016e-05,1.0843063689999392e-05,0.00018026100689279374,0.00011832396456523563,0.06694883663428916,0.04022335780981709,0.6550244803130089,5.233622813775815e-05,0.009860713819257901,9.831496828252077e-06,2.5002667900193226e-05,9.515939190056251e-05,0.13664882204734558,0.06864745528554293,0.0029377034480743977,0.0016225194150800179,0.015853953570373593,3.9701724928939065e-14,4.5176776029091724e-15
0.014040527343749998,3.3485886621909984,0.0,1298.4352867285365,0.2560076222618094,8.727241897210217e-06,0.001702555756668909,3.3972825143455813e-05,1.1182587672400891e-05,0.0001812098060412264,0.00012168741479388609,0.06728260153493522,0.04046975839774418,0.6550643749300302,5.379106276353003e-05,0.009890466619272576,9.902331019686133e-06,2.5571503091232715e-05,9.642794350291402e-05,0.13629128963685244,0.06821520467710572,0.002950170758949425,0.0016189058056324333,0.01597219916182813,3.631355930906452e-14,4.179370325360249e-15
0.014041015624999998,3.3582664607809756,0.0,1301.8085911451446,0.25526986358324105,8.930912452982152e-06,0.0017065825208720106,3.4603133905347646e-05,1.1531891223858332e-05,0.00018215831512825688,0.00012513375441706296,0.06761701663260414,0.040716878270976586,0.6551047059085358,5.527338676082965e-05,0.009919562323113747,9.973318384556523e-06,2.6150207510367612e-05,9.770393543947562e-05,0.13593310394379277,0.06778209655243138,0.00296248003459326,0.0016150737943566769,0.016091041170564833,3.987364479711342e-14,4.53892042402481e-15
0.014041503906249999,3.3679578980354288,0.0,1305.1845945979662,0.25453531405455043,9.138719965230564e-06,0.0017106001901896544,3.524293025219178e-05,1.1891223003631002e-05,0.00018310640999210707,0.00012866445601386126,0.06795206836216604,0.04096470619436811,0.6551454708207579,5.678320077078968e-05,0.009947988580992518,1.0044452127968895e-05,2.673883024014447e-05,9.89870867390703e-05,0.13557428123754858,0.06734815907395074,0.002974626626323659,0.0016110223899644413,0.016210479208232147,3.715051079424122e-14,4.265755087682995e-15
0.014041992187499998,3.3776625112771663,0.0,1308.5631277921523,0.25380398971650253,9.350725461173419e-06,0.001714608391657975,3.589228406621906e-05,1.2260836835887748e-05,0.00018405396371762225,0.00013228099502985924,0.0682877429005764,0.04121323063945648,0.6551866672106224,5.8320483505248775e-05,0.00997573310861193,1.0115725325058066e-05,2.7337415641296147e-05,0.00010027710587623911,0.1352148379717513,0.06691342082192246,0.002986605879107797,0.001606750706601444,0.016330512837404942,4.1425204178978175e-14,4.693543719205248e-15
0.014042480468749998,3.3873798312871024,0.0,1311.9440197096396,0.2530759064392192,9.566990093935128e-06,0.001718606747499183,3.6551263208371625e-05,1.2640991755937137e-05,0.00018500084655967061,0.00013598484875794052,0.06862402615498603,0.04146243977466035,0.6552282924836857,5.988519117629614e-05,0.010002783693592743,1.018713087943707e-05,2.7946003128249507e-05,0.00010157369070665638,0.13485479075739296,0.06647791077929315,0.0029984131339289913,0.00160225796670444,0.016451141568739277,4.073740659779013e-14,4.623555189759418e-15
0.014042968749999999,3.397109382539836,0.0,1315.3270976363547,0.2523510799039238,9.787575118356159e-06,0.0017225948752488782,3.7219933431423997e-05,1.3031952093459242e-05,0.00018594692594346688,0.0001397774953573673,0.06896090376615498,0.04171232146470591,0.6552703439437507,6.14772570223517e-05,0.010029128204294661,1.0258661549105814e-05,2.856462701794316e-05,0.00010287652850451318,0.1344941563663353,0.0660416583315345,0.0030100437309441164,0.0015975435042447754,0.01657236486183499,3.301248835749645e-14,3.84826362024903e-15
0.014043457031249998,3.406850683481836,0.0,1318.712187190938,0.2516295255823105,1.0012541865697425e-05,0.0017265723879046379,3.789835828083879e-05,1.3433987543760063e-05,0.00018689206645676842,0.00014366041283773081,0.06929836111286686,0.04196286327066777,0.6553128188364635,6.309659083720672e-05,0.01005475459883981,1.0330309950290522e-05,2.919331635757616e-05,0.00010418529599174672,0.1341329517359338,0.06560469326669034,0.003021493012707,0.0015926067679049578,0.016694182126317743,3.1299710563507905e-14,3.679407465310433e-15
0.014043945312499998,3.416603246321285,0.0,1322.0991123548856,0.2509112587526238,1.024195171555294e-05,0.0017305388938267552,3.858659897547013e-05,1.3847373222796503e-05,0.0001878361298027733,0.00014763507798405543,0.06963638330654606,0.042214052444077985,0.6553557142980031,6.47430784895406e-05,0.010079650932761367,1.0402068533422467e-05,2.983209472302605e-05,0.0001054996593390967,0.13377119395398476,0.06516704576547744,0.0030327563269794806,0.0015874473239296917,0.016816592720533666,3.4046292848426615e-14,3.957414438242283e-15
0.014044433593749999,3.426366577125145,0.0,1325.4876955039874,0.25019629449292785,1.0475866069115487e-05,0.0017344939967980355,3.928471430493296e-05,1.4272389738883093e-05,0.0001887789747871723,0.00015170296528779973,0.06997495519213857,0.04246587592482994,0.6553990273622716,6.641658150251958e-05,0.010103805367662883,1.0473929590258964e-05,3.0480980052336228e-05,0.00010681927422115182,0.13340890025563543,0.06472874639708784,0.0030438290298904747,0.001582064859083096,0.016939595951763555,3.550737424778386e-14,4.108916643640811e-15
0.014044921874999998,3.4361401757410657,0.0,1328.8777574412793,0.24948464768741568,1.0714346321271861e-05,0.0017384372959963299,3.999276052101829e-05,1.4709323260647535e-05,0.00018972045729465418,0.00015586554584601548,0.07031406134554068,0.04271832033699396,0.6554427549338727,6.811693665287555e-05,0.010127206179432482,1.054588525579202e-05,3.113998447491144e-05,0.00010814378587537371,0.1330460880131794,0.06428982611127278,0.003054706488977228,0.0015764591834389135,0.01706319107558926,2.987238189830527e-14,3.5463999533201114e-15
0.014045410156249999,3.445923536473336,0.0,1332.2691174313884,0.24877633297828758,1.0957453835106621e-05,0.0017423683863506754,4.07107912441349e-05,1.515846559589411e-05,0.00019066043031681448,0.00016012428628311854,0.07065368608651114,0.042971371994055485,0.6554868939038281,6.984395562849134e-05,0.01014984176875186,1.0617927528094662e-05,3.1809114166184454e-05,0.00010947282921538892,0.13268277475470583,0.06385031624413122,0.003065384086951018,0.0015706302334453307,0.017187377299019518,3.599208748751573e-14,4.164668767623026e-15
0.0140458984375,3.455716147172828,0.0,1335.6615932361476,0.24807136483322054,1.1205249908740176e-05,0.0017462868580929416,4.1438857315566695e-05,1.5620114226565062e-05,0.00019159874385794295,0.00016448064754386312,0.07099381345929476,0.04322501688452833,0.6555314409627033,7.159742461866227e-05,0.010171700666934227,1.0690048214762877e-05,3.248836912078016e-05,0.00011080602883860061,0.13231897812110066,0.06341024849379927,0.0030758572240169404,0.0015645780740895722,0.017312153775695928,3.0973780711973366e-14,3.664466884588028e-15
0.014046386718749998,3.4655174902663513,0.0,1339.055001151694,0.24736975747229772,1.1457795751499711e-05,0.0017501922972983318,4.217700672587223e-05,1.609457240982167e-05,0.00019253524500792456,0.00016893608381948362,0.07133442725297841,0.04347924068176767,0.6555763927815254,7.337710407975181e-05,0.010192771547610075,1.0762238995161961e-05,3.317774305891969e-05,0.00011214299922306881,0.13195471589767152,0.06296965493197486,0.0030861213220652237,0.0015583029019693663,0.01743751961085263,2.986224363341236e-14,3.557744411508907e-15
0.014046874999999999,3.4753270420377285,0.0,1342.4491560469194,0.24667152492164807,1.1715152450578151e-05,0.0017540842855374374,4.292528446793655e-05,1.6582149213757884e-05,0.00019346977786371017,0.000173492041317583,0.0716755109861724,0.04373402873207277,0.6556217458603838,7.518272839523173e-05,0.010213043233214692,1.0834491370595874e-05,3.387722321120969e-05,0.00011348334477428764,0.1315900059782256,0.06252856798260502,0.003096171827223765,0.0015518050473368548,0.017563473857466837,2.3166809178678274e-14,2.891948318571542e-15
0.01404736328125,3.485144273631354,0.0,1345.843871403148,0.24597668094389713,1.1977380945919321e-05,0.00175796240040542,4.3683732453876144e-05,1.7083159607426423e-05,0.0001944021835953603,0.00017814995715120628,0.07201704792715796,0.043989366064444396,0.6556674967017246,7.701400569053227e-05,0.010232504706642075,1.090679670852826e-05,3.4586790214651036e-05,0.00011482666003403519,0.13122486639463798,0.062087020431705456,0.0031060042140617287,0.0015450849768998956,0.01769001552114574,3.25235781512782e-14,3.8368839165243895e-15
0.014047851562499998,3.4949686499506987,0.0,1349.2389593552377,0.24528523911881994,1.2244541994344704e-05,0.0017618262149842834,4.445238935411907e-05,1.7597924485785178e-05,0.0001953323003430956,0.00018291125805568363,0.0723590210708408,0.04424523737399861,0.6557136415863566,7.887061753970636e-05,0.010251145116646836,1.097914617852852e-05,3.530641788865918e-05,0.00011617252973178506,0.13085931526630534,0.0616450453986973,0.0031156139878328534,0.0015381432954399822,0.017817143554315462,3.0743058697770665e-14,3.661951204041121e-15
0.014048339843749999,3.504799630868532,0.0,1352.6342307339844,0.24459721276016072,1.2516696145555072e-05,0.0017656752984812536,4.5231290529409335e-05,1.8126770774444167e-05,0.00019625996331471728,0.0001877773592853664,0.07270141316342185,0.044501627034573686,0.65576017678323,8.075221888362852e-05,0.010268953790150184,1.1051530826353684e-05,3.6036073172263616e-05,0.00011752052906209393,0.13049337083670323,0.061202676348932096,0.0031249966889330518,0.0015309807484724018,0.017944856862231153,3.621529786341638e-14,4.213464322726299e-15
0.014048828125,3.514636670813178,0.0,1356.0294951096812,0.24391261494810024,1.2793903708255785e-05,0.0017695092160423225,4.6020467880375146e-05,1.867003146010754e-05,0.00019718500472960744,0.00019274966335293525,0.07304420669375893,0.04475851909100645,0.6558070984535259,8.265843783167835e-05,0.010285920239672298,1.1123941520294424e-05,3.677571592513913e-05,0.0001188702237984286,0.13012705144835993,0.060759947076636,0.003134147895795515,0.0015235982239031967,0.0180731543006658,4.365884606690964e-14,4.961098794777396e-15
0.014049316406249998,3.5244792183145353,0.0,1359.4245608370366,0.2432314585635782,1.307622471757509e-05,0.0017733275285517053,4.681994972309178e-05,1.9228045649140927e-05,0.00019810725379228278,0.00019782955878957435,0.07338738388387057,0.0450158972509072,0.6558544025473967,8.458887555243463e-05,0.010302034170687775,1.1196368953284292e-05,3.75252987904997e-05,0.00012022117047829098,0.12976037551664488,0.06031689168728122,0.0031430632278180363,0.0015159967535903055,0.01820203467339701,2.9609470869000016e-14,3.5523257516787156e-15
0.014049804687499999,3.53432671766793,0.0,1362.8192351013079,0.24255375617632347,1.3363718912041658e-05,0.0017771297935025394,4.7629760721759715e-05,1.980115866809371e-05,0.00019902653681903886,0.00020301841905369665,0.07373092672358492,0.045273744903561446,0.6559020850938967,8.65431063105598e-05,0.010317285495197096,1.1268803711701602e-05,3.8284767147583734e-05,0.00012157291673792068,0.1293933615814442,0.059873544616007364,0.0031517383502472716,0.0015081775157284683,0.018331496740671378,3.7267739499290544e-14,4.3244867348103854e-15
0.01405029296875,3.5441786073034396,0.0,1366.213323965515,0.24187952016161618,1.3656445692676175e-05,0.0017809155642015161,4.844992169311355e-05,2.0389722055547478e-05,0.00019994267709271075,0.00020831760116272576,0.07407481693690075,0.04553204509697446,0.6559501418778066,8.852067730296958e-05,0.010331664335490667,1.1341236165259063e-05,3.9054058863621845e-05,0.00012292500137792083,0.1290260282369966,0.0594299405888736,0.003160168975949248,0.0015001418354573652,0.018461539210553768,3.719692454430147e-14,4.319494198038053e-15
0.014050781249999998,3.5540343209865317,0.0,1369.606632418915,0.2412087626212052,1.3954464098619012e-05,0.001784684390411478,4.9280449541433405e-05,2.0994093667774935e-05,0.0002008554949787168,0.0002137284445898837,0.07441903600727598,0.04579078055115491,0.6559985686412831,9.052110878239772e-05,0.010345161036296012,1.141365655355534e-05,3.9833104274262235e-05,0.00012427695473406133,0.12865839416586608,0.05898611463245811,0.003168350869899462,0.0014918911867292698,0.018592160745057172,3.779784039410552e-14,4.381250179423696e-15
0.014051269531249999,3.5638932876706484,0.0,1372.9989644265997,0.2405414953980003,1.4257832773773554e-05,0.0017884358183108207,5.012135711692168e-05,2.1614637713278472e-05,0.00020176480790593825,0.00021925227002542394,0.07476356517507743,0.046049933654361844,0.6560473610347902,9.254389407685208e-05,0.010357766172829677,1.1486054951483285e-05,4.062182603706228e-05,0.00012562829889786357,0.1282904781229942,0.0585421020598528,0.0031762798523409796,0.001483427193284901,0.018723359959227148,3.989769506741061e-14,4.59036796630662e-15
0.0140517578125,3.573754931128874,0.0,1376.390122980068,0.2398777301053033,1.4566609933304656e-05,0.0017921693903463346,5.097265308453131e-05,2.225172479941762e-05,0.00020267043035288317,0.00022489037814525667,0.0751083854304443,0.04630948645657329,0.6560965145272464,9.458849967080022e-05,0.010369470558167337,1.1558421262479173e-05,4.142013901884847e-05,0.00012697854797412108,0.12792229891194534,0.05809793845299342,0.0031839518017646997,0.0014747516293900688,0.018855135419060507,2.946396782719172e-14,3.5453342118385535e-15
0.014052246093749998,3.5836186713320486,0.0,1379.779910148954,0.2392174780386837,1.4880853338853555e-05,0.0017958846459674397,5.1834341843267626e-05,2.2905732015603462e-05,0.00020357217396320783,0.00023064404852723665,0.07545347754292234,0.04656942068570382,0.6561460246360254,9.665436542316899e-05,0.01038026525564501,1.1630745269400182e-05,4.222795026403299e-05,0.00012832720846920836,0.12755387542360927,0.05765365967319014,0.0031913626594847733,0.0014658664211620934,0.018987485648671018,3.927289846099391e-14,4.532209062549979e-15
0.014052734374999999,3.593483922873599,0.0,1383.168127133759,0.23856075028696133,1.5200620257370356e-05,0.0017995811208735832,5.2706423337451127e-05,2.3577042926125926e-05,0.0002044698474265464,0.00023651453832183338,0.07579882202931087,0.046829717725773386,0.6561958866149767,9.874090462223295e-05,0.010390141582487295,1.1703016543519709e-05,4.304515880154141e-05,0.00012967377945415776,0.12718522656887551,0.05720930182306559,0.003198508431424044,0.001456773646327487,0.019120409121792168,3.442474957892191e-14,4.047573305685419e-15
0.01405322265625,3.603350096609677,0.0,1386.5545743194432,0.23790755762750407,1.5525967439049638e-05,0.0018032583478866202,5.358889300363911e-05,2.4266047676744166e-05,0.0002053632566401175,0.00024250308124108984,0.0761443991890907,0.04709035863688415,0.6562460957301407,0.00010084750433986458,0.010399091122802353,1.1775224543800476e-05,4.3871655681274745e-05,0.000131017753042066,0.12681637132609083,0.05676490126048808,0.003205385192928416,0.001447475535303099,0.01925390427040799,3.700941939202957e-14,4.311183223514778e-15
0.014053710937499998,3.61321659895647,0.0,1389.9390513300432,0.23725791057893625,1.585695108042144e-05,0.0018069158566417695,5.448174160515535e-05,2.49731430003105e-05,0.00020625220465643425,0.00024861088632848773,0.07649018909084396,0.04735132414500464,0.6562966471068011,0.00010297352561329854,0.01040710573353963,1.1847358550276209e-05,4.470732382988963e-05,0.00013235861463417747,0.12644732870476372,0.056320494574163556,0.003211989091299852,0.0014379744709267504,0.019387969480871632,4.008678276900728e-14,4.621436786504165e-15
0.014054199218749999,3.623082832247527,0.0,1393.3213570841672,0.23661181938310338,1.6193626794825883e-05,0.001810553173817385,5.53849551262254e-05,2.5698732273895662e-05,0.0002071364917412001,0.000254839136866665,0.07683617158105426,0.04761259464568177,0.6563475357693274,0.00010511830378168463,0.010414177553461194,1.1919407689140685e-05,4.5552038018266066e-05,0.00013369584330920754,0.126078117746871,0.0558761185760698,0.0032183163493331233,0.001428272988506523,0.019522603095716805,3.891792420300535e-14,4.504595029587688e-15
0.0140546875,3.6329481947825975,0.0,1396.701289851213,0.23596929400784636,1.6536049580927263e-05,0.0018141698232112824,5.629851465080836e-05,2.6443225559657832e-05,0.0002080159154048263,0.00026118898927544773,0.0771823262865585,0.04787415020391853,0.6563987566243725,0.00010728114883426264,0.010420299011063446,1.1991360934248244e-05,4.640566481115837e-05,0.0001350289121926121,0.12570875751714214,0.055431810288673986,0.0032243632685173998,0.001418373775500503,0.01965780341380858,3.2137440041886977e-14,3.825265315436471e-15
0.014055175781249998,3.6428120814343017,0.0,1400.0786473084725,0.23533034411384482,1.6884273794252694e-05,0.0018177653260984833,5.722239625569049e-05,2.720703965274289e-05,0.0002088902704745432,0.0002676615720821931,0.07752863262899042,0.048135970561598705,0.6564503045440927,0.00010946134582616028,0.010425462833951826,1.2063207120568241e-05,4.726806254387643e-05,0.0001363572888707527,0.12533926711246735,0.054987606940337684,0.0032301262327015653,0.0014082796712005577,0.019793568693531834,3.5980372112807896e-14,4.214982181930602e-15
0.014055664062499999,3.652673883115606,0.0,1403.4532265989694,0.23469497909592033,1.723835311218587e-05,0.001821339201019725,5.815657086336178e-05,2.799059809352817e-05,0.00020975934907968848,0.000274257984813532,0.07787506981521583,0.04839803513011455,0.6565021742433022,0.00011165815525702374,0.01042966205474373,1.2134934906832294e-05,4.813908124594046e-05,0.00013768043572807433,0.12496966563173267,0.05454354594297269,0.0032356017106528827,0.0013979936656890238,0.019929897149783153,3.607488603239916e-14,4.226768413298151e-15
0.01405615234375,3.6625329873013497,0.0,1406.824824389872,0.23406320805580685,1.7598340506251376e-05,0.0018248909641030758,5.91010041471832e-05,2.8794331222303066e-05,0.00021062294073812864,0.00028097929703289356,0.07822161685023504,0.048660322997058296,0.6565543603462988,0.000113870813588783,0.010432890019879756,1.2206532812211355e-05,4.9018562660090114e-05,0.0001389978104087262,0.12459997218213101,0.054099664885658955,0.0032407862595759504,0.001387518899057062,0.020066786956720203,3.282760992180259e-14,3.902567590666398e-15
0.014056640624999998,3.6723887783581786,0.0,1410.1932369316416,0.23343503978822186,1.7964288212632264e-05,0.001828420129289515,6.0055656416282644e-05,2.9618676210142382e-05,0.00021148083241534502,0.0002878265473798477,0.07856825254622278,0.048922812930642774,0.6566068574180839,0.00011609853376286935,0.010435140397656225,1.2277989214946833e-05,4.990634023062697e-05,0.0001403088662453823,0.1242302058784646,0.053656001524807644,0.0032456765283660404,0.0013768586602654275,0.020204236249470292,3.67382834850692e-14,4.298955754480618e-15
0.014057128906249999,3.682240637366245,0.0,1413.558260117758,0.2328104827996402,1.833624769995646e-05,0.0018319262083069205,6.102048248496063e-05,3.0464077073902302e-05,0.00021233280854876456,0.0002948007425981751,0.07891495552089574,0.04918548337760251,0.6566596599043663,0.00011834050572509338,0.010436407184597669,1.2349292332053416e-05,5.080223907783882e-05,0.00014161305266314965,0.12386038582511083,0.053212593766567735,0.0032502692603363637,0.001366016385556255,0.02034224312304818,4.090061405784426e-14,4.718660170811835e-15
0.0140576171875,3.6920879423430377,0.0,1416.919689544862,0.2321895453014153,1.8714269640403752e-05,0.0018354087108489996,6.199543156721056e-05,3.133098470972288e-05,0.00021317865111711258,0.0003019028566524096,0.07926170420454068,0.049448312466609454,0.6567127621430854,0.00012059589703499574,0.010436684712794938,1.2420430235283826e-05,5.170607602336295e-05,0.00014290981564562687,0.12349053111169728,0.05276947965505414,0.0032545612962752365,0.001354995656819402,0.020480805633487476,3.955161442432107e-14,4.582936831563509e-15
0.014058105468749998,3.701930068602583,0.0,1420.2773205734732,0.23157223519481357,1.909840388169433e-05,0.001838867144823614,6.298044717230388e-05,3.221985692159247e-05,0.00021401813971808593,0.00030913382989535573,0.07960847685013106,0.0497112780137608,0.6567661583994063,0.00012286385351247564,0.010435967657396131,1.2491390861489143e-05,5.26176596219736e-05,0.00014419859821109218,0.12312066081313594,0.052326697362182616,0.0032585495775489725,0.001343800199758331,0.020619921799736415,3.8560300923375565e-14,4.484146376003369e-15
